"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript", "comment", "blank", "total"
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\WindowProperties.js", "JavaScript", 0, 0, 0, 33, 0, 3, 36
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\Worker.js", "JavaScript", 0, 0, 0, 11, 0, 3, 14
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\XMLHttpRequest.js", "JavaScript", 0, 0, 0, 197, 6, 63, 266
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\document.js", "JavaScript", 0, 0, 0, 121, 0, 22, 143
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\index.js", "JavaScript", 0, 0, 0, 55, 0, 23, 78
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\localStorage.js", "JavaScript", 0, 0, 0, 32, 0, 4, 36
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\location.js", "JavaScript", 0, 0, 0, 13, 0, 1, 14
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\navigator.js", "JavaScript", 0, 0, 0, 35, 3, 5, 43
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\util\index.js", "JavaScript", 0, 0, 0, 6, 0, 2, 8
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\builtin\window.js", "JavaScript", 0, 0, 0, 194, 1, 23, 218
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\engine\VideoPlayer.js", "JavaScript", 0, 0, 0, 369, 24, 69, 462
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\engine\index.js", "JavaScript", 0, 0, 0, 3, 0, 2, 5
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\engine\sprite-frame.js", "JavaScript", 0, 0, 0, 21, 0, 6, 27
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\fs-utils.js", "JavaScript", 0, 0, 0, 214, 24, 5, 243
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\unify.js", "JavaScript", 0, 0, 0, 84, 2, 23, 109
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\libs\wrapper\utils.js", "JavaScript", 0, 0, 0, 10, 6, 1, 17
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\project.config.json", "JSON", 59, 0, 0, 0, 0, 0, 59
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\Animation\index.1cb29.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\Material\index.a2ebe.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\Model\index.8cd1b.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\Prefab\index.867ef.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\Texture\index.5ae95.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\bundle-scripts\resources\index.af382.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\chunks\bundle.6150a.js", "JavaScript", 0, 0, 0, 3, 1, 1, 5
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\import-map.8d466.js", "JavaScript", 0, 0, 0, 25, 0, 1, 26
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\polyfills.bundle.43263.js", "JavaScript", 0, 0, 0, 1, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\settings.ee20e.json", "JSON", 1, 0, 0, 0, 0, 0, 1
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\src\system.bundle.75084.js", "JavaScript", 0, 0, 0, 1, 1, 1, 3
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\config.c7282.json", "JSON", 1, 0, 0, 0, 0, 0, 1
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\game.js", "JavaScript", 0, 0, 0, 17, 1, 3, 21
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\03\03927e900.b88a4.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\04\043c5e3c3.40923.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\07\07a44a026.5b2be.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\07\07cb71310.39f09.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\09\09ba66590.f7381.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0b\0b4ad8b20.11e3a.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0b\0be2ae0d-cd18-4ba5-a4e5-6385696065f1.ce8a5.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0c\0ca97856f.1ff7e.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0d\0d8bfd88d.1b0d2.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0d\0dee15d70.2e324.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\0e\0e7a94718.40462.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\62\624bb6a2-a019-4ed5-add6-0e2d1c14fab6@f9941.1895e.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\bulid\HelloTK\subpackages\main\import\eb\eba3285f-aefe-49cf-bd61-b81b269fdea2.e1d05.json", "JSON", 1, 0, 0, 0, 0, 1, 2
"d:\PZB\Cocos3D\HelloTK3.4.0\package.json", "JSON", 9, 0, 0, 0, 0, 1, 10
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\builder.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\cocos-service.json", "JSON", 53, 0, 0, 0, 0, 1, 54
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\device.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\engine.json", "JSON", 115, 0, 0, 0, 0, 1, 116
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\program.json", "JSON", 3, 0, 0, 0, 0, 1, 4
"d:\PZB\Cocos3D\HelloTK3.4.0\settings\v2\packages\project.json", "JSON", 10, 0, 0, 0, 0, 1, 11
"d:\PZB\Cocos3D\HelloTK3.4.0\tsconfig.json", "JSON with Comments", 0, 6, 0, 0, 2, 2, 10
"Total", "-", 1351, 6, 4884, 6381, 799, 2094, 15515
